wlo,whi,flux
# keV,keV,phot/cm^2/s/bin
   0.67849,    0.67855,   2.1368e-11
   0.67855,    0.67860,   2.1567e-11
   0.67860,    0.67866,   2.3127e-11
   0.67866,    0.67871,   3.0711e-11
   0.67871,    0.67877,   4.4519e-11
   0.67877,    0.67882,   4.5909e-11
   0.67882,    0.67888,   3.2460e-11
   0.67888,    0.67893,   2.3674e-11
   0.67893,    0.67899,   2.1667e-11
   0.67899,    0.67904,   2.1411e-11
   0.67904,    0.67909,   2.1397e-11
   0.67909,    0.67915,   2.1523e-11
   0.67915,    0.67920,   2.2373e-11
   0.67920,    0.67926,   2.5194e-11
   0.67926,    0.67931,   2.8452e-11
   0.67931,    0.67937,   2.8164e-11
   0.67937,    0.67942,   2.5186e-11
   0.67942,    0.67948,   2.2632e-11
   0.67948,    0.67953,   2.1670e-11
   0.67953,    0.67959,   2.1662e-11
   0.67959,    0.67964,   2.1845e-11
   0.67964,    0.67970,   2.1733e-11
   0.67970,    0.67975,   2.1481e-11
   0.67975,    0.67981,   2.1369e-11
   0.67981,    0.67986,   2.1348e-11
   0.67986,    0.67992,   2.1401e-11
   0.67992,    0.67997,   2.1626e-11
   0.67997,    0.68003,   2.1675e-11
   0.68003,    0.68008,   2.1436e-11
   0.68008,    0.68013,   2.1367e-11
   0.68013,    0.68019,   2.1372e-11
   0.68019,    0.68024,   2.1323e-11
   0.68024,    0.68030,   2.1294e-11
   0.68030,    0.68035,   2.1286e-11
   0.68035,    0.68041,   2.1281e-11
   0.68041,    0.68046,   2.1279e-11
   0.68046,    0.68052,   2.1277e-11
   0.68052,    0.68057,   2.1275e-11
   0.68057,    0.68063,   2.1273e-11
   0.68063,    0.68068,   2.1271e-11
   0.68068,    0.68074,   2.1269e-11
   0.68074,    0.68079,   2.1267e-11
   0.68079,    0.68085,   2.1265e-11
   0.68085,    0.68090,   2.1263e-11
   0.68090,    0.68096,   2.1261e-11
   0.68096,    0.68101,   2.1259e-11
   0.68101,    0.68107,   2.1257e-11
   0.68107,    0.68112,   2.1255e-11
   0.68112,    0.68118,   2.1253e-11
   0.68118,    0.68123,   2.1251e-11
   0.68123,    0.68129,   2.1249e-11
   0.68129,    0.68134,   2.1247e-11
   0.68134,    0.68140,   2.1245e-11
   0.68140,    0.68145,   2.1243e-11
   0.68145,    0.68151,   2.1242e-11
   0.68151,    0.68156,   2.1240e-11
   0.68156,    0.68162,   2.1239e-11
   0.68162,    0.68167,   2.1237e-11
   0.68167,    0.68172,   2.1235e-11
   0.68172,    0.68178,   2.1234e-11
   0.68178,    0.68183,   2.1232e-11
   0.68183,    0.68189,   2.1231e-11
   0.68189,    0.68194,   2.1229e-11
   0.68194,    0.68200,   2.1227e-11
   0.68200,    0.68205,   2.1226e-11
   0.68205,    0.68211,   2.1224e-11
   0.68211,    0.68216,   2.1223e-11
   0.68216,    0.68222,   2.1221e-11
   0.68222,    0.68227,   2.1227e-11
   0.68227,    0.68233,   2.1344e-11
   0.68233,    0.68238,   2.1761e-11
   0.68238,    0.68244,   2.1836e-11
   0.68244,    0.68249,   2.1401e-11
   0.68249,    0.68255,   2.1226e-11
   0.68255,    0.68260,   2.1210e-11
   0.68260,    0.68266,   2.1208e-11
   0.68266,    0.68271,   2.1207e-11
   0.68271,    0.68277,   2.1205e-11
   0.68277,    0.68282,   2.1204e-11
   0.68282,    0.68288,   2.1202e-11
   0.68288,    0.68293,   2.1201e-11
   0.68293,    0.68299,   2.1199e-11
   0.68299,    0.68304,   2.1197e-11
   0.68304,    0.68310,   2.1196e-11
   0.68310,    0.68315,   2.1194e-11
   0.68315,    0.68321,   2.1193e-11
   0.68321,    0.68326,   2.1191e-11
   0.68326,    0.68332,   2.1189e-11
   0.68332,    0.68337,   2.1188e-11
   0.68337,    0.68343,   2.1186e-11
   0.68343,    0.68348,   2.1185e-11
   0.68348,    0.68354,   2.1183e-11
   0.68354,    0.68359,   2.1182e-11
   0.68359,    0.68365,   2.1180e-11
   0.68365,    0.68370,   2.1178e-11
   0.68370,    0.68376,   2.1177e-11
   0.68376,    0.68381,   2.1175e-11
   0.68381,    0.68387,   2.1174e-11
   0.68387,    0.68392,   2.1172e-11
   0.68392,    0.68398,   2.1171e-11
   0.68398,    0.68403,   2.1169e-11
   0.68403,    0.68409,   2.1167e-11
   0.68409,    0.68415,   2.1166e-11
   0.68415,    0.68420,   2.1164e-11
   0.68420,    0.68426,   2.1163e-11
   0.68426,    0.68431,   2.1161e-11
   0.68431,    0.68437,   2.1160e-11
   0.68437,    0.68442,   2.1158e-11
   0.68442,    0.68448,   2.1156e-11
   0.68448,    0.68453,   2.1155e-11
   0.68453,    0.68459,   2.1157e-11
   0.68459,    0.68464,   2.1238e-11
   0.68464,    0.68470,   2.1619e-11
   0.68470,    0.68475,   2.1819e-11
   0.68475,    0.68481,   2.1402e-11
   0.68481,    0.68486,   2.1171e-11
   0.68486,    0.68492,   2.1145e-11
   0.68492,    0.68497,   2.1143e-11
   0.68497,    0.68503,   2.1141e-11
   0.68503,    0.68508,   2.1140e-11
   0.68508,    0.68514,   2.1138e-11
   0.68514,    0.68519,   2.1137e-11
   0.68519,    0.68525,   2.1135e-11
   0.68525,    0.68530,   2.1134e-11
   0.68530,    0.68536,   2.1132e-11
   0.68536,    0.68541,   2.1131e-11
   0.68541,    0.68547,   2.1131e-11
   0.68547,    0.68552,   2.1131e-11
   0.68552,    0.68558,   2.1132e-11
   0.68558,    0.68563,   2.1132e-11
   0.68563,    0.68569,   2.1132e-11
   0.68569,    0.68574,   2.1132e-11
   0.68574,    0.68580,   2.1134e-11
   0.68580,    0.68586,   2.1147e-11
   0.68586,    0.68591,   2.1244e-11
   0.68591,    0.68597,   2.1764e-11
   0.68597,    0.68602,   2.3083e-11
   0.68602,    0.68608,   2.3987e-11
   0.68608,    0.68613,   2.3027e-11
   0.68613,    0.68619,   2.1709e-11
   0.68619,    0.68624,   2.1230e-11
   0.68624,    0.68630,   2.1187e-11
   0.68630,    0.68635,   2.1471e-11
   0.68635,    0.68641,   2.3046e-11
   0.68641,    0.68646,   2.6423e-11
   0.68646,    0.68652,   2.7450e-11
   0.68652,    0.68657,   2.4377e-11
   0.68657,    0.68663,   2.2052e-11
   0.68663,    0.68668,   2.1470e-11
   0.68668,    0.68674,   2.1216e-11
   0.68674,    0.68679,   2.1121e-11
   0.68679,    0.68685,   2.1109e-11
   0.68685,    0.68691,   2.1105e-11
   0.68691,    0.68696,   2.1102e-11
   0.68696,    0.68702,   2.1099e-11
   0.68702,    0.68707,   2.1097e-11
   0.68707,    0.68713,   2.1096e-11
   0.68713,    0.68718,   2.1124e-11
   0.68718,    0.68724,   2.1222e-11
   0.68724,    0.68729,   2.1228e-11
   0.68729,    0.68735,   2.1123e-11
   0.68735,    0.68740,   2.1082e-11
   0.68740,    0.68746,   2.1077e-11
   0.68746,    0.68751,   2.1075e-11
   0.68751,    0.68757,   2.1073e-11
   0.68757,    0.68763,   2.1072e-11
   0.68763,    0.68768,   2.1070e-11
   0.68768,    0.68774,   2.1068e-11
   0.68774,    0.68779,   2.1066e-11
   0.68779,    0.68785,   2.1064e-11
   0.68785,    0.68790,   2.1062e-11
   0.68790,    0.68796,   2.1060e-11
   0.68796,    0.68801,   2.1058e-11
   0.68801,    0.68807,   2.1056e-11
   0.68807,    0.68812,   2.1054e-11
   0.68812,    0.68818,   2.1052e-11
   0.68818,    0.68823,   2.1050e-11
   0.68823,    0.68829,   2.1049e-11
   0.68829,    0.68835,   2.1047e-11
   0.68835,    0.68840,   2.1045e-11
   0.68840,    0.68846,   2.1043e-11
   0.68846,    0.68851,   2.1042e-11
   0.68851,    0.68857,   2.1040e-11
   0.68857,    0.68862,   2.1039e-11
   0.68862,    0.68868,   2.1037e-11
   0.68868,    0.68873,   2.1035e-11
   0.68873,    0.68879,   2.1034e-11
   0.68879,    0.68884,   2.1032e-11
   0.68884,    0.68890,   2.1031e-11
   0.68890,    0.68896,   2.1029e-11
   0.68896,    0.68901,   2.1028e-11
   0.68901,    0.68907,   2.1026e-11
   0.68907,    0.68912,   2.1024e-11
   0.68912,    0.68918,   2.1023e-11
   0.68918,    0.68923,   2.1021e-11
   0.68923,    0.68929,   2.1020e-11
   0.68929,    0.68934,   2.1018e-11
   0.68934,    0.68940,   2.1017e-11
   0.68940,    0.68946,   2.1015e-11
   0.68946,    0.68951,   2.1014e-11
   0.68951,    0.68957,   2.1012e-11
   0.68957,    0.68962,   2.1010e-11
   0.68962,    0.68968,   2.1009e-11
   0.68968,    0.68973,   2.1007e-11
   0.68973,    0.68979,   2.1006e-11
   0.68979,    0.68984,   2.1004e-11
   0.68984,    0.68990,   2.1003e-11
   0.68990,    0.68996,   2.1001e-11
   0.68996,    0.69001,   2.0999e-11
   0.69001,    0.69007,   2.0998e-11
   0.69007,    0.69012,   2.0996e-11
   0.69012,    0.69018,   2.0995e-11
   0.69018,    0.69023,   2.0993e-11
   0.69023,    0.69029,   2.0992e-11
   0.69029,    0.69034,   2.0990e-11
   0.69034,    0.69040,   2.0989e-11
   0.69040,    0.69046,   2.0987e-11
   0.69046,    0.69051,   2.0985e-11
   0.69051,    0.69057,   2.0984e-11
   0.69057,    0.69062,   2.0982e-11
   0.69062,    0.69068,   2.0984e-11
   0.69068,    0.69073,   2.1031e-11
   0.69073,    0.69079,   2.1213e-11
   0.69079,    0.69084,   2.1258e-11
   0.69084,    0.69090,   2.1064e-11
   0.69090,    0.69096,   2.0981e-11
   0.69096,    0.69101,   2.0973e-11
   0.69101,    0.69107,   2.0988e-11
   0.69107,    0.69112,   2.1068e-11
   0.69112,    0.69118,   2.1114e-11
   0.69118,    0.69123,   2.1029e-11
   0.69123,    0.69129,   2.1069e-11
   0.69129,    0.69135,   2.1392e-11
   0.69135,    0.69140,   2.1454e-11
   0.69140,    0.69146,   2.1109e-11
   0.69146,    0.69151,   2.0970e-11
   0.69151,    0.69157,   2.0957e-11
   0.69157,    0.69162,   2.0956e-11
   0.69162,    0.69168,   2.0954e-11
   0.69168,    0.69174,   2.0953e-11
   0.69174,    0.69179,   2.0952e-11
   0.69179,    0.69185,   2.0950e-11
   0.69185,    0.69190,   2.0949e-11
   0.69190,    0.69196,   2.0947e-11
   0.69196,    0.69201,   2.0946e-11
   0.69201,    0.69207,   2.0945e-11
   0.69207,    0.69213,   2.0943e-11
   0.69213,    0.69218,   2.0942e-11
   0.69218,    0.69224,   2.0941e-11
   0.69224,    0.69229,   2.0939e-11
   0.69229,    0.69235,   2.0938e-11
   0.69235,    0.69240,   2.0936e-11
   0.69240,    0.69246,   2.0935e-11
   0.69246,    0.69252,   2.0933e-11
   0.69252,    0.69257,   2.0931e-11
   0.69257,    0.69263,   2.0929e-11
   0.69263,    0.69268,   2.0928e-11
   0.69268,    0.69274,   2.0926e-11
   0.69274,    0.69279,   2.0952e-11
   0.69279,    0.69285,   2.1313e-11
   0.69285,    0.69291,   2.2332e-11
   0.69291,    0.69296,   2.2269e-11
   0.69296,    0.69302,   2.1259e-11
   0.69302,    0.69307,   2.0937e-11
   0.69307,    0.69313,   2.0914e-11
   0.69313,    0.69319,   2.0912e-11
   0.69319,    0.69324,   2.0910e-11
   0.69324,    0.69330,   2.0916e-11
   0.69330,    0.69335,   2.1008e-11
   0.69335,    0.69341,   2.1251e-11
   0.69341,    0.69346,   2.1215e-11
   0.69346,    0.69352,   2.0976e-11
   0.69352,    0.69358,   2.0904e-11
   0.69358,    0.69363,   2.0901e-11
   0.69363,    0.69369,   2.0944e-11
   0.69369,    0.69374,   2.1099e-11
   0.69374,    0.69380,   2.1127e-11
   0.69380,    0.69386,   2.0963e-11
   0.69386,    0.69391,   2.0896e-11
   0.69391,    0.69397,   2.0889e-11
   0.69397,    0.69402,   2.0888e-11
   0.69402,    0.69408,   2.0886e-11
   0.69408,    0.69414,   2.0884e-11
   0.69414,    0.69419,   2.0883e-11
   0.69419,    0.69425,   2.0881e-11
   0.69425,    0.69430,   2.0880e-11
   0.69430,    0.69436,   2.0878e-11
   0.69436,    0.69441,   2.0877e-11
   0.69441,    0.69447,   2.0875e-11
   0.69447,    0.69453,   2.0874e-11
   0.69453,    0.69458,   2.0872e-11
   0.69458,    0.69464,   2.0871e-11
   0.69464,    0.69469,   2.0869e-11
   0.69469,    0.69475,   2.0868e-11
   0.69475,    0.69481,   2.0866e-11
   0.69481,    0.69486,   2.0865e-11
   0.69486,    0.69492,   2.0863e-11
   0.69492,    0.69497,   2.0862e-11
   0.69497,    0.69503,   2.0860e-11
   0.69503,    0.69509,   2.0859e-11
   0.69509,    0.69514,   2.0857e-11
   0.69514,    0.69520,   2.0856e-11
   0.69520,    0.69525,   2.0854e-11
   0.69525,    0.69531,   2.0853e-11
   0.69531,    0.69537,   2.0851e-11
   0.69537,    0.69542,   2.0852e-11
   0.69542,    0.69548,   2.0880e-11
   0.69548,    0.69553,   2.1009e-11
   0.69553,    0.69559,   2.1069e-11
   0.69559,    0.69565,   2.0928e-11
   0.69565,    0.69570,   2.0853e-11
   0.69570,    0.69576,   2.0848e-11
   0.69576,    0.69581,   2.0917e-11
   0.69581,    0.69587,   2.1288e-11
   0.69587,    0.69593,   2.1568e-11
   0.69593,    0.69598,   2.1161e-11
   0.69598,    0.69604,   2.0884e-11
   0.69604,    0.69609,   2.0976e-11
   0.69609,    0.69615,   2.1507e-11
   0.69615,    0.69621,   2.1719e-11
   0.69621,    0.69626,   2.1274e-11
   0.69626,    0.69632,   2.1156e-11
   0.69632,    0.69637,   2.0998e-11
   0.69637,    0.69643,   2.0856e-11
   0.69643,    0.69649,   2.0832e-11
   0.69649,    0.69654,   2.0829e-11
   0.69654,    0.69660,   2.0828e-11
   0.69660,    0.69666,   2.0827e-11
   0.69666,    0.69671,   2.0833e-11
   0.69671,    0.69677,   2.0907e-11
   0.69677,    0.69682,   2.1052e-11
   0.69682,    0.69688,   2.0988e-11
   0.69688,    0.69694,   2.0851e-11
   0.69694,    0.69699,   2.0819e-11
   0.69699,    0.69705,   2.0816e-11
   0.69705,    0.69710,   2.0814e-11
   0.69710,    0.69716,   2.0813e-11
   0.69716,    0.69722,   2.0811e-11
   0.69722,    0.69727,   2.0810e-11
   0.69727,    0.69733,   2.0809e-11
   0.69733,    0.69739,   2.0813e-11
   0.69739,    0.69744,   2.0866e-11
   0.69744,    0.69750,   2.1426e-11
   0.69750,    0.69755,   2.5889e-11
   0.69755,    0.69761,   5.1010e-11
   0.69761,    0.69767,   1.6101e-10
   0.69767,    0.69772,   5.4108e-10
   0.69772,    0.69778,   1.2610e-09
   0.69778,    0.69783,   1.5488e-09
   0.69783,    0.69789,   9.4666e-10
   0.69789,    0.69795,   3.3243e-10
   0.69795,    0.69800,   9.5685e-11
   0.69800,    0.69806,   3.5266e-11
   0.69806,    0.69812,   2.2959e-11
   0.69812,    0.69817,   2.1149e-11
   0.69817,    0.69823,   2.0917e-11
   0.69823,    0.69828,   2.0847e-11
   0.69828,    0.69834,   2.0815e-11
   0.69834,    0.69840,   2.0804e-11
   0.69840,    0.69845,   2.0799e-11
   0.69845,    0.69851,   2.0798e-11
   0.69851,    0.69857,   2.0808e-11
   0.69857,    0.69862,   2.0829e-11
   0.69862,    0.69868,   2.0825e-11
   0.69868,    0.69873,   2.0796e-11
   0.69873,    0.69879,   2.0781e-11
   0.69879,    0.69885,   2.0776e-11
   0.69885,    0.69890,   2.0776e-11
   0.69890,    0.69896,   2.0798e-11
   0.69896,    0.69902,   2.0841e-11
   0.69902,    0.69907,   2.0835e-11
   0.69907,    0.69913,   2.0786e-11
   0.69913,    0.69918,   2.0759e-11
   0.69918,    0.69924,   2.0752e-11
   0.69924,    0.69930,   2.0749e-11
   0.69930,    0.69935,   2.0745e-11
   0.69935,    0.69941,   2.0743e-11
   0.69941,    0.69947,   2.0741e-11
   0.69947,    0.69952,   2.0739e-11
   0.69952,    0.69958,   2.0738e-11
   0.69958,    0.69964,   2.0736e-11
   0.69964,    0.69969,   2.0734e-11
   0.69969,    0.69975,   2.0733e-11
   0.69975,    0.69980,   2.0731e-11
   0.69980,    0.69986,   2.0729e-11
   0.69986,    0.69992,   2.0728e-11
   0.69992,    0.69997,   2.0726e-11
   0.69997,    0.70003,   2.0724e-11
   0.70003,    0.70009,   2.0723e-11
   0.70009,    0.70014,   2.0721e-11
   0.70014,    0.70020,   2.0719e-11
   0.70020,    0.70026,   2.0718e-11
   0.70026,    0.70031,   2.0716e-11
   0.70031,    0.70037,   2.0714e-11
   0.70037,    0.70042,   2.0713e-11
   0.70042,    0.70048,   2.0712e-11
   0.70048,    0.70054,   2.0710e-11
   0.70054,    0.70059,   2.0709e-11
   0.70059,    0.70065,   2.0708e-11
   0.70065,    0.70071,   2.0708e-11
   0.70071,    0.70076,   2.0717e-11
   0.70076,    0.70082,   2.0752e-11
   0.70082,    0.70088,   2.0779e-11
   0.70088,    0.70093,   2.0748e-11
   0.70093,    0.70099,   2.0711e-11
   0.70099,    0.70105,   2.0700e-11
   0.70105,    0.70110,   2.0698e-11
   0.70110,    0.70116,   2.0696e-11
   0.70116,    0.70121,   2.0695e-11
   0.70121,    0.70127,   2.0694e-11
   0.70127,    0.70133,   2.0692e-11
   0.70133,    0.70138,   2.0691e-11
   0.70138,    0.70144,   2.0689e-11
   0.70144,    0.70150,   2.0688e-11
   0.70150,    0.70155,   2.0686e-11
   0.70155,    0.70161,   2.0684e-11
   0.70161,    0.70167,   2.0682e-11
   0.70167,    0.70172,   2.0680e-11
   0.70172,    0.70178,   2.0679e-11
   0.70178,    0.70184,   2.0677e-11
   0.70184,    0.70189,   2.0687e-11
   0.70189,    0.70195,   2.0821e-11
   0.70195,    0.70201,   2.1138e-11
   0.70201,    0.70206,   2.1061e-11
   0.70206,    0.70212,   2.0755e-11
   0.70212,    0.70218,   2.0671e-11
   0.70218,    0.70223,   2.0664e-11
   0.70223,    0.70229,   2.0662e-11
   0.70229,    0.70235,   2.0661e-11
   0.70235,    0.70240,   2.0659e-11
   0.70240,    0.70246,   2.0658e-11
   0.70246,    0.70252,   2.0656e-11
   0.70252,    0.70257,   2.0656e-11
   0.70257,    0.70263,   2.0679e-11
   0.70263,    0.70268,   2.0865e-11
   0.70268,    0.70274,   2.1120e-11
   0.70274,    0.70280,   2.0926e-11
   0.70280,    0.70285,   2.0693e-11
   0.70285,    0.70291,   2.0667e-11
   0.70291,    0.70297,   2.0746e-11
   0.70297,    0.70302,   2.0888e-11
   0.70302,    0.70308,   2.0833e-11
   0.70308,    0.70314,   2.0684e-11
   0.70314,    0.70319,   2.0644e-11
   0.70319,    0.70325,   2.0649e-11
   0.70325,    0.70331,   2.0766e-11
   0.70331,    0.70336,   2.1125e-11
   0.70336,    0.70342,   2.1337e-11
   0.70342,    0.70348,   2.4047e-11
   0.70348,    0.70353,   3.3623e-11
   0.70353,    0.70359,   3.4230e-11
   0.70359,    0.70365,   2.4409e-11
   0.70365,    0.70370,   2.0903e-11
   0.70370,    0.70376,   2.0636e-11
   0.70376,    0.70382,   2.0634e-11
   0.70382,    0.70387,   2.0643e-11
   0.70387,    0.70393,   2.0645e-11
   0.70393,    0.70399,   2.0635e-11
   0.70399,    0.70404,   2.0628e-11
   0.70404,    0.70410,   2.0625e-11
   0.70410,    0.70416,   2.0624e-11
   0.70416,    0.70421,   2.0623e-11
   0.70421,    0.70427,   2.0622e-11
   0.70427,    0.70433,   2.0622e-11
   0.70433,    0.70438,   2.0620e-11
   0.70438,    0.70444,   2.0618e-11
   0.70444,    0.70450,   2.0616e-11
   0.70450,    0.70455,   2.0616e-11
   0.70455,    0.70461,   2.0622e-11
   0.70461,    0.70467,   2.0623e-11
   0.70467,    0.70473,   2.0612e-11
   0.70473,    0.70478,   2.0605e-11
   0.70478,    0.70484,   2.0602e-11
   0.70484,    0.70490,   2.0600e-11
   0.70490,    0.70495,   2.0597e-11
   0.70495,    0.70501,   2.0595e-11
   0.70501,    0.70507,   2.0593e-11
   0.70507,    0.70512,   2.0590e-11
   0.70512,    0.70518,   2.0588e-11
   0.70518,    0.70524,   2.0586e-11
   0.70524,    0.70529,   2.0596e-11
   0.70529,    0.70535,   2.0816e-11
   0.70535,    0.70541,   2.1729e-11
   0.70541,    0.70546,   2.2062e-11
   0.70546,    0.70552,   2.1086e-11
   0.70552,    0.70558,   2.0621e-11
   0.70558,    0.70563,   2.0575e-11
   0.70563,    0.70569,   2.0574e-11
   0.70569,    0.70575,   2.0631e-11
   0.70575,    0.70580,   2.1260e-11
   0.70580,    0.70586,   2.2822e-11
   0.70586,    0.70592,   2.2754e-11
   0.70592,    0.70597,   2.1865e-11
   0.70597,    0.70603,   2.1980e-11
   0.70603,    0.70609,   2.1272e-11
   0.70609,    0.70615,   2.0821e-11
   0.70615,    0.70620,   2.0722e-11
   0.70620,    0.70626,   2.0598e-11
   0.70626,    0.70632,   2.0562e-11
   0.70632,    0.70637,   2.0567e-11
   0.70637,    0.70643,   2.0689e-11
   0.70643,    0.70649,   2.1053e-11
   0.70649,    0.70654,   2.1050e-11
   0.70654,    0.70660,   2.0685e-11
   0.70660,    0.70666,   2.0623e-11
   0.70666,    0.70671,   2.1270e-11
   0.70671,    0.70677,   2.2660e-11
   0.70677,    0.70683,   2.2191e-11
   0.70683,    0.70689,   2.0887e-11
   0.70689,    0.70694,   2.0624e-11
   0.70694,    0.70700,   2.0759e-11
   0.70700,    0.70706,   2.0555e-11
   0.70706,    0.70711,   2.0402e-11
   0.70711,    0.70717,   2.0357e-11
   0.70717,    0.70723,   2.0353e-11
   0.70723,    0.70728,   2.0351e-11
   0.70728,    0.70734,   2.0356e-11
   0.70734,    0.70740,   2.0446e-11
   0.70740,    0.70745,   2.0732e-11
   0.70745,    0.70751,   2.0750e-11
   0.70751,    0.70757,   2.0457e-11
   0.70757,    0.70763,   2.0351e-11
   0.70763,    0.70768,   2.0342e-11
   0.70768,    0.70774,   2.0341e-11
   0.70774,    0.70780,   2.0364e-11
   0.70780,    0.70785,   2.0523e-11
   0.70785,    0.70791,   2.0697e-11
   0.70791,    0.70797,   2.0523e-11
   0.70797,    0.70802,   2.0360e-11
   0.70802,    0.70808,   2.0368e-11
   0.70808,    0.70814,   2.0837e-11
   0.70814,    0.70820,   2.2828e-11
   0.70820,    0.70825,   2.4389e-11
   0.70825,    0.70831,   2.2320e-11
   0.70831,    0.70837,   2.0598e-11
   0.70837,    0.70842,   2.0336e-11
   0.70842,    0.70848,   2.0344e-11
   0.70848,    0.70854,   2.0500e-11
   0.70854,    0.70860,   2.0729e-11
   0.70860,    0.70865,   2.0571e-11
   0.70865,    0.70871,   2.0361e-11
   0.70871,    0.70877,   2.0321e-11
   0.70877,    0.70882,   2.0318e-11
   0.70882,    0.70888,   2.0317e-11
   0.70888,    0.70894,   2.0316e-11
   0.70894,    0.70899,   2.0315e-11
   0.70899,    0.70905,   2.0314e-11
   0.70905,    0.70911,   2.0313e-11
   0.70911,    0.70917,   2.0312e-11
   0.70917,    0.70922,   2.0311e-11
   0.70922,    0.70928,   2.0310e-11
   0.70928,    0.70934,   2.0309e-11
   0.70934,    0.70939,   2.0308e-11
   0.70939,    0.70945,   2.0307e-11
   0.70945,    0.70951,   2.0306e-11
   0.70951,    0.70957,   2.0304e-11
   0.70957,    0.70962,   2.0303e-11
   0.70962,    0.70968,   2.0302e-11
   0.70968,    0.70974,   2.0315e-11
   0.70974,    0.70979,   2.0415e-11
   0.70979,    0.70985,   2.0632e-11
   0.70985,    0.70991,   2.1884e-11
   0.70991,    0.70997,   2.5336e-11
   0.70997,    0.71002,   2.4846e-11
   0.71002,    0.71008,   2.1406e-11
   0.71008,    0.71014,   2.0544e-11
   0.71014,    0.71019,   2.0677e-11
   0.71019,    0.71025,   2.0502e-11
   0.71025,    0.71031,   2.0369e-11
   0.71031,    0.71037,   2.1164e-11
   0.71037,    0.71042,   2.4094e-11
   0.71042,    0.71048,   2.4653e-11
   0.71048,    0.71054,   2.1610e-11
   0.71054,    0.71060,   2.0383e-11
   0.71060,    0.71065,   2.0307e-11
   0.71065,    0.71071,   2.0816e-11
   0.71071,    0.71077,   2.2907e-11
   0.71077,    0.71082,   2.4730e-11
   0.71082,    0.71088,   2.4918e-11
   0.71088,    0.71094,   2.2873e-11
   0.71094,    0.71100,   2.0725e-11
   0.71100,    0.71105,   2.0284e-11
   0.71105,    0.71111,   2.0261e-11
   0.71111,    0.71117,   2.0259e-11
   0.71117,    0.71123,   2.0257e-11
   0.71123,    0.71128,   2.0255e-11
   0.71128,    0.71134,   2.0253e-11
   0.71134,    0.71140,   2.0251e-11
   0.71140,    0.71145,   2.0255e-11
   0.71145,    0.71151,   2.0481e-11
   0.71151,    0.71157,   2.3204e-11
   0.71157,    0.71163,   2.9952e-11
   0.71163,    0.71168,   2.8701e-11
   0.71168,    0.71174,   2.2192e-11
   0.71174,    0.71180,   2.0357e-11
   0.71180,    0.71186,   2.0242e-11
   0.71186,    0.71191,   2.0239e-11
   0.71191,    0.71197,   2.0237e-11
   0.71197,    0.71203,   2.0236e-11
   0.71203,    0.71208,   2.0235e-11
   0.71208,    0.71214,   2.0233e-11
   0.71214,    0.71220,   2.0232e-11
   0.71220,    0.71226,   2.0231e-11
   0.71226,    0.71231,   2.0231e-11
   0.71231,    0.71237,   2.0269e-11
   0.71237,    0.71243,   2.0729e-11
   0.71243,    0.71249,   2.4286e-11
   0.71249,    0.71254,   4.3171e-11
   0.71254,    0.71260,   1.2090e-10
   0.71260,    0.71266,   3.5490e-10
   0.71266,    0.71272,   6.8748e-10
   0.71272,    0.71277,   6.9222e-10
   0.71277,    0.71283,   3.6159e-10
   0.71283,    0.71289,   1.2383e-10
   0.71289,    0.71295,   4.4224e-11
   0.71295,    0.71300,   2.6220e-11
   0.71300,    0.71306,   2.4822e-11
   0.71306,    0.71312,   2.2881e-11
   0.71312,    0.71318,   2.0746e-11
   0.71318,    0.71323,   2.0319e-11
   0.71323,    0.71329,   2.0274e-11
   0.71329,    0.71335,   2.0261e-11
   0.71335,    0.71341,   2.0257e-11
   0.71341,    0.71346,   2.0252e-11
   0.71346,    0.71352,   2.0247e-11
   0.71352,    0.71358,   2.0242e-11
   0.71358,    0.71364,   2.0238e-11
   0.71364,    0.71369,   2.0233e-11
   0.71369,    0.71375,   2.0229e-11
   0.71375,    0.71381,   2.0225e-11
   0.71381,    0.71387,   2.0220e-11
   0.71387,    0.71392,   2.0217e-11
   0.71392,    0.71398,   2.0245e-11
   0.71398,    0.71404,   2.0367e-11
   0.71404,    0.71410,   2.0399e-11
   0.71410,    0.71415,   2.0262e-11
   0.71415,    0.71421,   2.0199e-11
   0.71421,    0.71427,   2.0189e-11
   0.71427,    0.71433,   2.0184e-11
   0.71433,    0.71438,   2.0180e-11
   0.71438,    0.71444,   2.0179e-11
   0.71444,    0.71450,   2.0178e-11
   0.71450,    0.71456,   2.0178e-11
   0.71456,    0.71461,   2.0177e-11
   0.71461,    0.71467,   2.0176e-11
   0.71467,    0.71473,   2.0176e-11
   0.71473,    0.71479,   2.0175e-11
   0.71479,    0.71484,   2.0174e-11
   0.71484,    0.71490,   2.0174e-11
   0.71490,    0.71496,   2.0173e-11
   0.71496,    0.71502,   2.0173e-11
   0.71502,    0.71507,   2.0172e-11
   0.71507,    0.71513,   2.0171e-11
   0.71513,    0.71519,   2.0171e-11
   0.71519,    0.71525,   2.0170e-11
   0.71525,    0.71530,   2.0169e-11
   0.71530,    0.71536,   2.0169e-11
   0.71536,    0.71542,   2.0167e-11
   0.71542,    0.71548,   2.0165e-11
   0.71548,    0.71553,   2.0163e-11
   0.71553,    0.71559,   2.0161e-11
   0.71559,    0.71565,   2.0159e-11
   0.71565,    0.71571,   2.0157e-11
   0.71571,    0.71576,   2.0155e-11
   0.71576,    0.71582,   2.0153e-11
