wlo,whi,flux
# keV,keV,phot/cm^2/s/bin
   0.24480,    0.24482,   7.8069e-11
   0.24482,    0.24484,   7.3540e-11
   0.24484,    0.24486,   7.4101e-11
   0.24486,    0.24488,   7.6193e-11
   0.24488,    0.24490,   8.2141e-11
   0.24490,    0.24492,   9.7083e-11
   0.24492,    0.24494,   1.8789e-10
   0.24494,    0.24495,   3.0511e-10
   0.24495,    0.24497,   1.9486e-10
   0.24497,    0.24499,   9.7193e-11
   0.24499,    0.24501,   7.7840e-11
   0.24501,    0.24503,   7.3121e-11
   0.24503,    0.24505,   7.2509e-11
   0.24505,    0.24507,   7.2564e-11
   0.24507,    0.24509,   7.3943e-11
   0.24509,    0.24511,   7.8527e-11
   0.24511,    0.24513,   8.3990e-11
   0.24513,    0.24515,   1.7341e-10
   0.24515,    0.24517,   4.5284e-10
   0.24517,    0.24519,   5.6656e-10
   0.24519,    0.24521,   4.4693e-10
   0.24521,    0.24523,   2.0412e-10
   0.24523,    0.24525,   9.1007e-11
   0.24525,    0.24527,   7.6178e-11
   0.24527,    0.24529,   7.3209e-11
   0.24529,    0.24531,   7.2697e-11
   0.24531,    0.24533,   7.4890e-11
   0.24533,    0.24535,   1.7674e-10
   0.24535,    0.24537,   3.5579e-09
   0.24537,    0.24539,   2.7305e-08
   0.24539,    0.24541,   4.7753e-08
   0.24541,    0.24543,   1.9022e-08
   0.24543,    0.24545,   1.7733e-09
   0.24545,    0.24547,   3.1842e-10
   0.24547,    0.24549,   5.5077e-10
   0.24549,    0.24551,   3.2012e-10
   0.24551,    0.24553,   1.0114e-10
   0.24553,    0.24555,   7.3775e-11
   0.24555,    0.24557,   7.4822e-11
   0.24557,    0.24559,   7.4835e-11
   0.24559,    0.24561,   7.3024e-11
   0.24561,    0.24563,   7.2442e-11
   0.24563,    0.24565,   7.2540e-11
   0.24565,    0.24567,   7.5379e-11
   0.24567,    0.24569,   8.6279e-11
   0.24569,    0.24571,   8.8455e-11
   0.24571,    0.24573,   7.8603e-11
   0.24573,    0.24575,   7.7157e-11
   0.24575,    0.24576,   7.6489e-11
   0.24576,    0.24578,   8.3892e-11
   0.24578,    0.24580,   1.2776e-10
   0.24580,    0.24582,   1.5881e-10
   0.24582,    0.24584,   1.0781e-10
   0.24584,    0.24586,   7.6072e-11
   0.24586,    0.24588,   7.2657e-11
   0.24588,    0.24590,   7.2640e-11
   0.24590,    0.24592,   7.2775e-11
   0.24592,    0.24594,   7.2730e-11
   0.24594,    0.24596,   7.2548e-11
   0.24596,    0.24598,   7.3380e-11
   0.24598,    0.24600,   9.5532e-11
   0.24600,    0.24602,   1.8957e-10
   0.24602,    0.24604,   2.0151e-10
   0.24604,    0.24606,   1.0428e-10
   0.24606,    0.24608,   7.4284e-11
   0.24608,    0.24610,   7.2462e-11
   0.24610,    0.24612,   7.3134e-11
   0.24612,    0.24614,   7.8736e-11
   0.24614,    0.24616,   1.2257e-10
   0.24616,    0.24618,   3.8719e-10
   0.24618,    0.24620,   6.7680e-10
   0.24620,    0.24622,   3.9422e-10
   0.24622,    0.24624,   2.2717e-10
   0.24624,    0.24626,   3.1245e-10
   0.24626,    0.24628,   1.7821e-10
   0.24628,    0.24630,   1.2840e-10
   0.24630,    0.24632,   3.3492e-10
   0.24632,    0.24634,   4.7912e-10
   0.24634,    0.24636,   2.3613e-10
   0.24636,    0.24638,   1.2603e-10
   0.24638,    0.24640,   3.6388e-10
   0.24640,    0.24642,   7.6421e-10
   0.24642,    0.24644,   5.7225e-10
   0.24644,    0.24646,   9.6831e-10
   0.24646,    0.24648,   1.4261e-09
   0.24648,    0.24650,   5.6158e-10
   0.24650,    0.24652,   1.1678e-10
   0.24652,    0.24654,   8.9025e-11
   0.24654,    0.24656,   8.3841e-11
   0.24656,    0.24658,   7.5436e-11
   0.24658,    0.24660,   7.5123e-11
   0.24660,    0.24662,   7.5818e-11
   0.24662,    0.24664,   7.5858e-11
   0.24664,    0.24666,   7.6435e-11
   0.24666,    0.24668,   7.9624e-11
   0.24668,    0.24670,   1.4498e-10
   0.24670,    0.24672,   3.4592e-10
   0.24672,    0.24674,   4.1778e-10
   0.24674,    0.24676,   5.5358e-10
   0.24676,    0.24678,   4.4337e-10
   0.24678,    0.24680,   1.4576e-10
   0.24680,    0.24682,   9.5929e-11
   0.24682,    0.24684,   2.7202e-10
   0.24684,    0.24686,   7.4198e-10
   0.24686,    0.24688,   5.9181e-10
   0.24688,    0.24690,   1.6741e-10
   0.24690,    0.24692,   1.3169e-10
   0.24692,    0.24694,   3.8472e-10
   0.24694,    0.24696,   4.5795e-10
   0.24696,    0.24698,   1.6740e-10
   0.24698,    0.24700,   8.3207e-11
   0.24700,    0.24702,   9.4085e-11
   0.24702,    0.24703,   1.1147e-10
   0.24703,    0.24705,   2.3681e-10
   0.24705,    0.24707,   3.8904e-10
   0.24707,    0.24709,   2.1532e-10
   0.24709,    0.24711,   8.7139e-11
   0.24711,    0.24713,   7.7549e-11
   0.24713,    0.24715,   1.2433e-10
   0.24715,    0.24717,   2.2384e-10
   0.24717,    0.24719,   3.6651e-10
   0.24719,    0.24721,   6.2634e-10
   0.24721,    0.24723,   4.1813e-10
   0.24723,    0.24725,   2.0196e-10
   0.24725,    0.24727,   1.2915e-10
   0.24727,    0.24729,   8.2251e-11
   0.24729,    0.24731,   7.4042e-11
   0.24731,    0.24733,   8.7488e-11
   0.24733,    0.24735,   1.4959e-10
   0.24735,    0.24737,   1.8129e-10
   0.24737,    0.24739,   1.2539e-10
   0.24739,    0.24741,   9.8511e-11
   0.24741,    0.24743,   1.7515e-10
   0.24743,    0.24745,   5.0643e-10
   0.24745,    0.24747,   6.0058e-10
   0.24747,    0.24749,   2.4621e-10
   0.24749,    0.24751,   8.8906e-11
   0.24751,    0.24753,   8.6497e-11
   0.24753,    0.24755,   1.0684e-10
   0.24755,    0.24757,   9.4339e-11
   0.24757,    0.24759,   7.6034e-11
   0.24759,    0.24761,   7.2640e-11
   0.24761,    0.24763,   7.6127e-11
   0.24763,    0.24765,   9.1143e-11
   0.24765,    0.24767,   1.0428e-10
   0.24767,    0.24769,   9.6630e-11
   0.24769,    0.24771,   7.8954e-11
   0.24771,    0.24773,   7.2784e-11
   0.24773,    0.24775,   7.2509e-11
   0.24775,    0.24777,   7.8786e-11
   0.24777,    0.24779,   1.0836e-10
   0.24779,    0.24781,   1.2533e-10
   0.24781,    0.24783,   1.2444e-10
   0.24783,    0.24785,   1.0553e-10
   0.24785,    0.24787,   7.7257e-11
   0.24787,    0.24789,   7.2464e-11
   0.24789,    0.24791,   7.2392e-11
   0.24791,    0.24793,   7.2393e-11
   0.24793,    0.24795,   7.2285e-11
   0.24795,    0.24797,   7.2868e-11
   0.24797,    0.24799,   7.4959e-11
   0.24799,    0.24801,   7.5579e-11
   0.24801,    0.24803,   7.8330e-11
   0.24803,    0.24805,   1.1009e-10
   0.24805,    0.24807,   1.5395e-10
   0.24807,    0.24809,   1.2436e-10
   0.24809,    0.24811,   1.0495e-10
   0.24811,    0.24813,   9.4067e-11
   0.24813,    0.24815,   1.5201e-10
   0.24815,    0.24817,   2.4931e-10
   0.24817,    0.24819,   1.5117e-10
   0.24819,    0.24821,   8.0060e-11
   0.24821,    0.24823,   7.3579e-11
   0.24823,    0.24825,   7.2503e-11
   0.24825,    0.24827,   7.2528e-11
   0.24827,    0.24829,   7.6149e-11
   0.24829,    0.24831,   8.6442e-11
   0.24831,    0.24833,   8.9062e-11
   0.24833,    0.24835,   8.7947e-11
   0.24835,    0.24837,   7.9478e-11
   0.24837,    0.24839,   7.3331e-11
   0.24839,    0.24841,   7.2343e-11
   0.24841,    0.24843,   7.2263e-11
   0.24843,    0.24845,   7.2532e-11
   0.24845,    0.24847,   7.6613e-11
   0.24847,    0.24849,   8.1281e-11
   0.24849,    0.24851,   7.5828e-11
   0.24851,    0.24853,   7.3891e-11
   0.24853,    0.24855,   7.4283e-11
   0.24855,    0.24857,   7.5373e-11
   0.24857,    0.24859,   8.4750e-11
   0.24859,    0.24861,   8.3539e-11
   0.24861,    0.24863,   7.4523e-11
   0.24863,    0.24865,   7.2257e-11
   0.24865,    0.24867,   7.2032e-11
   0.24867,    0.24869,   7.2018e-11
   0.24869,    0.24871,   7.2021e-11
   0.24871,    0.24873,   7.2307e-11
   0.24873,    0.24875,   7.5259e-11
   0.24875,    0.24877,   8.1308e-11
   0.24877,    0.24879,   7.9076e-11
   0.24879,    0.24881,   7.3421e-11
   0.24881,    0.24883,   7.2072e-11
   0.24883,    0.24885,   7.2017e-11
   0.24885,    0.24887,   7.2167e-11
   0.24887,    0.24889,   7.2379e-11
   0.24889,    0.24891,   7.2344e-11
   0.24891,    0.24893,   7.3400e-11
   0.24893,    0.24895,   7.5840e-11
   0.24895,    0.24897,   7.4844e-11
   0.24897,    0.24899,   7.2544e-11
   0.24899,    0.24901,   7.2152e-11
   0.24901,    0.24903,   7.5675e-11
   0.24903,    0.24905,   1.0469e-10
   0.24905,    0.24907,   1.3866e-10
   0.24907,    0.24909,   1.0458e-10
   0.24909,    0.24911,   8.4293e-11
   0.24911,    0.24913,   1.9471e-10
   0.24913,    0.24915,   5.2770e-10
   0.24915,    0.24917,   4.0744e-10
   0.24917,    0.24919,   1.2833e-10
   0.24919,    0.24921,   9.3750e-11
   0.24921,    0.24923,   8.0524e-11
   0.24923,    0.24925,   7.2678e-11
   0.24925,    0.24927,   7.1958e-11
   0.24927,    0.24929,   7.1938e-11
   0.24929,    0.24931,   7.1943e-11
   0.24931,    0.24933,   7.1991e-11
   0.24933,    0.24935,   7.2059e-11
   0.24935,    0.24937,   7.2019e-11
   0.24937,    0.24939,   7.2042e-11
   0.24939,    0.24941,   7.7456e-11
   0.24941,    0.24943,   2.3742e-10
   0.24943,    0.24945,   1.2195e-09
   0.24945,    0.24947,   1.8614e-09
   0.24947,    0.24949,   7.1401e-10
   0.24949,    0.24951,   1.7561e-10
   0.24951,    0.24953,   1.9903e-10
   0.24953,    0.24955,   1.5163e-10
   0.24955,    0.24957,   8.6406e-11
   0.24957,    0.24959,   7.4253e-11
   0.24959,    0.24961,   8.1254e-11
   0.24961,    0.24963,   9.8376e-11
   0.24963,    0.24966,   9.0497e-11
   0.24966,    0.24968,   7.5334e-11
   0.24968,    0.24970,   7.2272e-11
   0.24970,    0.24972,   7.2689e-11
   0.24972,    0.24974,   7.4815e-11
   0.24974,    0.24976,   8.1202e-11
   0.24976,    0.24978,   9.3731e-11
   0.24978,    0.24980,   1.0790e-10
   0.24980,    0.24982,   1.1756e-10
   0.24982,    0.24984,   9.3822e-11
   0.24984,    0.24986,   7.4392e-11
   0.24986,    0.24988,   7.2222e-11
   0.24988,    0.24990,   7.2124e-11
   0.24990,    0.24992,   7.2029e-11
   0.24992,    0.24994,   7.2306e-11
   0.24994,    0.24996,   7.3042e-11
   0.24996,    0.24998,   7.3055e-11
   0.24998,    0.25000,   9.7102e-11
   0.25000,    0.25002,   4.1073e-10
   0.25002,    0.25004,   1.2726e-09
   0.25004,    0.25006,   1.2159e-09
   0.25006,    0.25008,   3.6475e-10
   0.25008,    0.25010,   9.1637e-11
   0.25010,    0.25012,   7.3160e-11
   0.25012,    0.25014,   7.5502e-11
   0.25014,    0.25016,   7.5243e-11
   0.25016,    0.25018,   7.2625e-11
   0.25018,    0.25020,   7.1881e-11
   0.25020,    0.25022,   7.2279e-11
   0.25022,    0.25024,   9.4112e-11
   0.25024,    0.25026,   3.1204e-10
   0.25026,    0.25028,   6.4591e-10
   0.25028,    0.25030,   3.8280e-10
   0.25030,    0.25032,   1.0939e-10
   0.25032,    0.25034,   7.2808e-11
   0.25034,    0.25036,   7.1828e-11
   0.25036,    0.25038,   7.1955e-11
   0.25038,    0.25040,   7.2166e-11
   0.25040,    0.25042,   7.2252e-11
   0.25042,    0.25044,   7.2110e-11
   0.25044,    0.25046,   7.1936e-11
   0.25046,    0.25048,   7.3086e-11
   0.25048,    0.25050,   9.4043e-11
   0.25050,    0.25052,   1.7345e-10
   0.25052,    0.25054,   1.9229e-10
   0.25054,    0.25056,   1.0987e-10
   0.25056,    0.25058,   9.3025e-11
   0.25058,    0.25060,   1.2379e-10
   0.25060,    0.25062,   1.0099e-10
   0.25062,    0.25064,   7.5472e-11
   0.25064,    0.25066,   7.2223e-11
   0.25066,    0.25068,   7.3536e-11
   0.25068,    0.25070,   8.3375e-11
   0.25070,    0.25072,   8.7143e-11
   0.25072,    0.25074,   7.8623e-11
   0.25074,    0.25076,   1.1973e-10
   0.25076,    0.25078,   2.5278e-10
   0.25078,    0.25080,   2.2945e-10
   0.25080,    0.25082,   1.0323e-10
   0.25082,    0.25084,   7.4753e-11
   0.25084,    0.25086,   1.0037e-10
   0.25086,    0.25088,   1.9217e-10
   0.25088,    0.25090,   1.8744e-10
   0.25090,    0.25093,   9.7258e-11
   0.25093,    0.25095,   7.3093e-11
   0.25095,    0.25097,   7.1879e-11
   0.25097,    0.25099,   7.2701e-11
   0.25099,    0.25101,   1.0689e-10
   0.25101,    0.25103,   4.1199e-10
   0.25103,    0.25105,   2.6879e-09
   0.25105,    0.25107,   1.0050e-08
   0.25107,    0.25109,   6.0513e-09
   0.25109,    0.25111,   5.4087e-10
   0.25111,    0.25113,   7.6039e-11
   0.25113,    0.25115,   7.1616e-11
   0.25115,    0.25117,   7.1596e-11
   0.25117,    0.25119,   7.1602e-11
   0.25119,    0.25121,   7.1629e-11
   0.25121,    0.25123,   7.1628e-11
   0.25123,    0.25125,   7.1592e-11
   0.25125,    0.25127,   7.1578e-11
   0.25127,    0.25129,   7.1632e-11
   0.25129,    0.25131,   8.0217e-11
   0.25131,    0.25133,   3.7798e-10
   0.25133,    0.25135,   2.0431e-09
   0.25135,    0.25137,   2.5459e-09
   0.25137,    0.25139,   7.0848e-10
   0.25139,    0.25141,   1.0569e-10
   0.25141,    0.25143,   7.1959e-11
   0.25143,    0.25145,   7.1545e-11
   0.25145,    0.25147,   7.1538e-11
   0.25147,    0.25149,   7.1536e-11
   0.25149,    0.25151,   7.1535e-11
   0.25151,    0.25153,   7.1598e-11
   0.25153,    0.25155,   7.2269e-11
   0.25155,    0.25157,   7.3651e-11
   0.25157,    0.25159,   7.3219e-11
   0.25159,    0.25161,   7.2353e-11
   0.25161,    0.25163,   7.2988e-11
   0.25163,    0.25165,   8.0110e-11
   0.25165,    0.25167,   9.7753e-11
   0.25167,    0.25169,   9.7185e-11
   0.25169,    0.25171,   8.0726e-11
   0.25171,    0.25173,   8.4003e-11
   0.25173,    0.25175,   2.1724e-10
   0.25175,    0.25178,   5.0290e-10
   0.25178,    0.25180,   3.2592e-10
   0.25180,    0.25182,   1.0814e-10
   0.25182,    0.25184,   1.1146e-10
   0.25184,    0.25186,   1.6444e-10
   0.25186,    0.25188,   1.1594e-10
   0.25188,    0.25190,   7.5523e-11
   0.25190,    0.25192,   7.1557e-11
   0.25192,    0.25194,   7.1524e-11
   0.25194,    0.25196,   7.2242e-11
   0.25196,    0.25198,   7.4208e-11
   0.25198,    0.25200,   7.3559e-11
   0.25200,    0.25202,   7.2866e-11
   0.25202,    0.25204,   1.1759e-10
   0.25204,    0.25206,   1.8591e-09
   0.25206,    0.25208,   1.1508e-08
   0.25208,    0.25210,   1.4193e-08
   0.25210,    0.25212,   6.3696e-09
   0.25212,    0.25214,   1.2699e-09
   0.25214,    0.25216,   1.8715e-10
   0.25216,    0.25218,   8.3599e-11
   0.25218,    0.25220,   7.2287e-11
   0.25220,    0.25222,   7.1480e-11
   0.25222,    0.25224,   7.1443e-11
   0.25224,    0.25226,   7.1441e-11
   0.25226,    0.25228,   7.1562e-11
   0.25228,    0.25230,   8.4212e-11
   0.25230,    0.25232,   3.2688e-10
   0.25232,    0.25234,   9.9666e-10
   0.25234,    0.25236,   7.1759e-10
   0.25236,    0.25238,   5.2351e-10
   0.25238,    0.25240,   5.1506e-09
   0.25240,    0.25242,   1.2883e-08
   0.25242,    0.25245,   6.1955e-09
   0.25245,    0.25247,   6.0887e-10
   0.25247,    0.25249,   8.0124e-11
   0.25249,    0.25251,   7.9244e-11
   0.25251,    0.25253,   2.2939e-10
   0.25253,    0.25255,   6.9374e-10
   0.25255,    0.25257,   5.6369e-10
   0.25257,    0.25259,   3.3526e-10
   0.25259,    0.25261,   4.6520e-10
   0.25261,    0.25263,   2.5958e-10
   0.25263,    0.25265,   9.5681e-11
   0.25265,    0.25267,   7.5022e-11
   0.25267,    0.25269,   7.5113e-11
   0.25269,    0.25271,   7.4232e-11
   0.25271,    0.25273,   7.2443e-11
   0.25273,    0.25275,   7.1490e-11
   0.25275,    0.25277,   7.1354e-11
   0.25277,    0.25279,   7.1369e-11
   0.25279,    0.25281,   7.1717e-11
   0.25281,    0.25283,   7.4652e-11
   0.25283,    0.25285,   8.0255e-11
   0.25285,    0.25287,   9.8727e-11
   0.25287,    0.25289,   2.1681e-10
   0.25289,    0.25291,   2.3901e-10
   0.25291,    0.25293,   1.0912e-10
   0.25293,    0.25295,   7.9317e-11
   0.25295,    0.25297,   7.9307e-11
   0.25297,    0.25299,   7.4657e-11
   0.25299,    0.25302,   7.4289e-11
   0.25302,    0.25304,   7.4657e-11
   0.25304,    0.25306,   7.5303e-11
   0.25306,    0.25308,   8.8336e-11
   0.25308,    0.25310,   9.5305e-11
   0.25310,    0.25312,   8.5374e-11
   0.25312,    0.25314,   8.9821e-11
   0.25314,    0.25316,   8.4127e-11
   0.25316,    0.25318,   7.3971e-11
   0.25318,    0.25320,   7.6186e-11
   0.25320,    0.25322,   1.2828e-10
   0.25322,    0.25324,   2.8131e-10
   0.25324,    0.25326,   2.7620e-10
   0.25326,    0.25328,   1.4555e-10
   0.25328,    0.25330,   8.8390e-11
   0.25330,    0.25332,   7.2953e-11
   0.25332,    0.25334,   7.1278e-11
   0.25334,    0.25336,   7.1223e-11
   0.25336,    0.25338,   7.1218e-11
   0.25338,    0.25340,   7.1214e-11
   0.25340,    0.25342,   7.1210e-11
   0.25342,    0.25344,   7.1239e-11
   0.25344,    0.25346,   7.2136e-11
   0.25346,    0.25348,   7.7672e-11
   0.25348,    0.25350,   9.0866e-11
   0.25350,    0.25353,   1.3126e-10
   0.25353,    0.25355,   1.4300e-10
   0.25355,    0.25357,   9.7169e-11
   0.25357,    0.25359,   8.9402e-11
   0.25359,    0.25361,   8.6758e-11
   0.25361,    0.25363,   7.8279e-11
   0.25363,    0.25365,   7.5380e-11
   0.25365,    0.25367,   7.2320e-11
   0.25367,    0.25369,   7.1581e-11
   0.25369,    0.25371,   7.2297e-11
   0.25371,    0.25373,   7.2158e-11
   0.25373,    0.25375,   7.1444e-11
   0.25375,    0.25377,   7.6241e-11
   0.25377,    0.25379,   1.3442e-10
   0.25379,    0.25381,   2.3545e-10
   0.25381,    0.25383,   3.5539e-10
   0.25383,    0.25385,   5.6187e-10
   0.25385,    0.25387,   3.1153e-10
   0.25387,    0.25389,   9.8215e-11
   0.25389,    0.25391,   7.1976e-11
   0.25391,    0.25393,   7.2577e-11
   0.25393,    0.25395,   8.7395e-11
   0.25395,    0.25397,   1.3752e-10
   0.25397,    0.25400,   1.2525e-10
   0.25400,    0.25402,   8.0676e-11
   0.25402,    0.25404,   7.1836e-11
   0.25404,    0.25406,   7.1515e-11
   0.25406,    0.25408,   9.2576e-11
   0.25408,    0.25410,   3.6325e-10
   0.25410,    0.25412,   9.5745e-10
   0.25412,    0.25414,   6.8582e-10
   0.25414,    0.25416,   1.9185e-10
   0.25416,    0.25418,   1.0195e-10
   0.25418,    0.25420,   7.7808e-11
   0.25420,    0.25422,   1.1675e-10
   0.25422,    0.25424,   3.6486e-10
   0.25424,    0.25426,   4.2473e-10
   0.25426,    0.25428,   1.5115e-10
   0.25428,    0.25430,   7.4251e-11
   0.25430,    0.25432,   7.1150e-11
   0.25432,    0.25434,   9.9486e-11
   0.25434,    0.25436,   1.8093e-09
   0.25436,    0.25438,   1.2848e-08
   0.25438,    0.25440,   1.2554e-08
   0.25440,    0.25443,   1.6896e-09
   0.25443,    0.25445,   9.6286e-11
   0.25445,    0.25447,   7.1109e-11
   0.25447,    0.25449,   7.0978e-11
   0.25449,    0.25451,   7.0954e-11
   0.25451,    0.25453,   7.0948e-11
   0.25453,    0.25455,   7.1095e-11
   0.25455,    0.25457,   7.8996e-11
   0.25457,    0.25459,   1.7285e-10
   0.25459,    0.25461,   3.5621e-10
   0.25461,    0.25463,   2.5179e-10
   0.25463,    0.25465,   9.7056e-11
   0.25465,    0.25467,   9.6209e-11
   0.25467,    0.25469,   4.2526e-10
   0.25469,    0.25471,   1.2208e-09
   0.25471,    0.25473,   9.1780e-10
   0.25473,    0.25475,   2.1172e-10
   0.25475,    0.25477,   7.7939e-11
   0.25477,    0.25479,   7.8074e-11
   0.25479,    0.25481,   8.6884e-11
   0.25481,    0.25484,   9.6596e-11
   0.25484,    0.25486,   8.3992e-11
   0.25486,    0.25488,   7.2891e-11
   0.25488,    0.25490,   7.1064e-11
   0.25490,    0.25492,   7.0979e-11
   0.25492,    0.25494,   7.5678e-11
   0.25494,    0.25496,   1.4232e-10
   0.25496,    0.25498,   3.0931e-10
   0.25498,    0.25500,   2.6122e-10
   0.25500,    0.25502,   1.4411e-10
   0.25502,    0.25504,   1.1955e-10
   0.25504,    0.25506,   1.1529e-10
   0.25506,    0.25508,   1.4067e-10
   0.25508,    0.25510,   3.2397e-10
   0.25510,    0.25512,   5.4031e-10
   0.25512,    0.25514,   2.7970e-10
   0.25514,    0.25516,   1.2162e-10
   0.25516,    0.25518,   1.8026e-10
   0.25518,    0.25521,   1.4536e-10
   0.25521,    0.25523,   8.0407e-11
   0.25523,    0.25525,   7.1417e-11
   0.25525,    0.25527,   9.8614e-11
   0.25527,    0.25529,   5.2430e-10
   0.25529,    0.25531,   1.4121e-09
   0.25531,    0.25533,   8.2814e-10
   0.25533,    0.25535,   2.3165e-10
   0.25535,    0.25537,   5.8203e-10
   0.25537,    0.25539,   1.0251e-09
   0.25539,    0.25541,   5.0706e-10
   0.25541,    0.25543,   1.1633e-10
   0.25543,    0.25545,   7.1969e-11
   0.25545,    0.25547,   7.0840e-11
   0.25547,    0.25549,   7.3629e-11
   0.25549,    0.25551,   1.1708e-10
   0.25551,    0.25553,   2.0737e-10
   0.25553,    0.25555,   1.4709e-10
   0.25555,    0.25558,   7.8750e-11
   0.25558,    0.25560,   7.1106e-11
   0.25560,    0.25562,   7.1001e-11
   0.25562,    0.25564,   7.0975e-11
   0.25564,    0.25566,   7.0973e-11
   0.25566,    0.25568,   7.1499e-11
   0.25568,    0.25570,   7.2323e-11
   0.25570,    0.25572,   7.2738e-11
   0.25572,    0.25574,   8.1869e-11
   0.25574,    0.25576,   1.0797e-10
   0.25576,    0.25578,   1.0166e-10
   0.25578,    0.25580,   7.8183e-11
   0.25580,    0.25582,   7.1859e-11
   0.25582,    0.25584,   7.0962e-11
   0.25584,    0.25586,   7.2721e-11
   0.25586,    0.25588,   7.9732e-11
   0.25588,    0.25590,   8.8258e-11
   0.25590,    0.25593,   8.8790e-11
   0.25593,    0.25595,   1.5268e-10
   0.25595,    0.25597,   7.1092e-10
   0.25597,    0.25599,   1.2618e-09
   0.25599,    0.25601,   5.7485e-10
   0.25601,    0.25603,   1.1859e-10
   0.25603,    0.25605,   7.1858e-11
   0.25605,    0.25607,   7.0756e-11
   0.25607,    0.25609,   7.0813e-11
   0.25609,    0.25611,   7.0886e-11
   0.25611,    0.25613,   7.0889e-11
   0.25613,    0.25615,   7.1025e-11
   0.25615,    0.25617,   7.3780e-11
   0.25617,    0.25619,   8.6283e-11
   0.25619,    0.25621,   1.0351e-10
   0.25621,    0.25623,   2.0393e-10
   0.25623,    0.25626,   3.3900e-10
   0.25626,    0.25628,   2.0565e-10
   0.25628,    0.25630,   1.1289e-10
   0.25630,    0.25632,   1.1520e-10
   0.25632,    0.25634,   2.5991e-10
   0.25634,    0.25636,   4.2472e-10
   0.25636,    0.25638,   2.6806e-10
   0.25638,    0.25640,   1.0267e-10
   0.25640,    0.25642,   7.2817e-11
   0.25642,    0.25644,   1.1514e-10
   0.25644,    0.25646,   7.2198e-10
   0.25646,    0.25648,   2.6234e-09
   0.25648,    0.25650,   2.8074e-09
   0.25650,    0.25652,   8.8148e-10
   0.25652,    0.25654,   1.3814e-10
   0.25654,    0.25657,   7.2832e-11
   0.25657,    0.25659,   7.1122e-11
   0.25659,    0.25661,   7.2289e-11
   0.25661,    0.25663,   7.2669e-11
   0.25663,    0.25665,   7.2104e-11
   0.25665,    0.25667,   7.6247e-11
   0.25667,    0.25669,   1.3069e-10
   0.25669,    0.25671,   3.2219e-10
   0.25671,    0.25673,   3.5038e-10
   0.25673,    0.25675,   1.5213e-10
   0.25675,    0.25677,   7.8632e-11
   0.25677,    0.25679,   7.1189e-11
   0.25679,    0.25681,   7.0632e-11
   0.25681,    0.25683,   7.0606e-11
   0.25683,    0.25685,   7.0620e-11
   0.25685,    0.25688,   7.0786e-11
   0.25688,    0.25690,   7.2217e-11
   0.25690,    0.25692,   7.6446e-11
   0.25692,    0.25694,   8.1134e-11
   0.25694,    0.25696,   8.4238e-11
   0.25696,    0.25698,   7.6578e-11
   0.25698,    0.25700,   7.1464e-11
   0.25700,    0.25702,   7.0662e-11
   0.25702,    0.25704,   7.0589e-11
   0.25704,    0.25706,   7.0586e-11
   0.25706,    0.25708,   7.0580e-11
   0.25708,    0.25710,   7.0577e-11
   0.25710,    0.25712,   7.0575e-11
   0.25712,    0.25714,   7.0575e-11
   0.25714,    0.25717,   7.0671e-11
   0.25717,    0.25719,   7.7683e-11
   0.25719,    0.25721,   1.7000e-10
   0.25721,    0.25723,   3.3498e-10
   0.25723,    0.25725,   2.1572e-10
   0.25725,    0.25727,   1.2147e-10
   0.25727,    0.25729,   3.9197e-10
   0.25729,    0.25731,   1.4436e-09
   0.25731,    0.25733,   1.6227e-09
   0.25733,    0.25735,   5.1592e-10
   0.25735,    0.25737,   1.2292e-10
   0.25737,    0.25739,   7.7565e-11
   0.25739,    0.25741,   1.2092e-10
   0.25741,    0.25743,   6.4279e-10
   0.25743,    0.25746,   1.8916e-09
   0.25746,    0.25748,   1.3874e-09
   0.25748,    0.25750,   2.8833e-10
   0.25750,    0.25752,   9.0164e-11
   0.25752,    0.25754,   7.2822e-11
   0.25754,    0.25756,   7.0789e-11
   0.25756,    0.25758,   7.1031e-11
   0.25758,    0.25760,   7.3116e-11
   0.25760,    0.25762,   7.3886e-11
   0.25762,    0.25764,   7.3628e-11
   0.25764,    0.25766,   8.5190e-11
   0.25766,    0.25768,   1.8176e-10
   0.25768,    0.25770,   2.6358e-10
   0.25770,    0.25772,   1.5539e-10
   0.25772,    0.25775,   8.2516e-11
   0.25775,    0.25777,   7.1121e-11
   0.25777,    0.25779,   7.0537e-11
   0.25779,    0.25781,   7.0480e-11
   0.25781,    0.25783,   7.0459e-11
   0.25783,    0.25785,   7.0451e-11
   0.25785,    0.25787,   7.0454e-11
   0.25787,    0.25789,   7.0652e-11
   0.25789,    0.25791,   7.3034e-11
   0.25791,    0.25793,   9.8137e-11
   0.25793,    0.25795,   1.6994e-10
   0.25795,    0.25797,   1.5653e-10
   0.25797,    0.25799,   8.8743e-11
   0.25799,    0.25802,   7.1692e-11
   0.25802,    0.25804,   7.0704e-11
   0.25804,    0.25806,   7.1701e-11
   0.25806,    0.25808,   7.1982e-11
   0.25808,    0.25810,   7.0879e-11
   0.25810,    0.25812,   7.0428e-11
   0.25812,    0.25814,   7.1061e-11
   0.25814,    0.25816,   8.1014e-11
   0.25816,    0.25818,   1.0016e-10
   0.25818,    0.25820,   8.6515e-11
   0.25820,    0.25822,   8.3643e-11
   0.25822,    0.25824,   1.4397e-10
   0.25824,    0.25827,   1.5867e-10
