wlo,whi,flux
   9.79317,    9.79396,   1.4395e-11
   9.79396,    9.79475,   1.4396e-11
   9.79475,    9.79554,   1.4397e-11
   9.79554,    9.79633,   1.4398e-11
   9.79633,    9.79712,   1.4398e-11
   9.79712,    9.79791,   1.4399e-11
   9.79791,    9.79870,   1.4400e-11
   9.79870,    9.79949,   1.4400e-11
   9.79949,    9.80027,   1.4401e-11
   9.80027,    9.80106,   1.4402e-11
   9.80106,    9.80185,   1.4403e-11
   9.80185,    9.80264,   1.4403e-11
   9.80264,    9.80343,   1.4404e-11
   9.80343,    9.80422,   1.4405e-11
   9.80422,    9.80501,   1.4406e-11
   9.80501,    9.80580,   1.4406e-11
   9.80580,    9.80659,   1.4407e-11
   9.80659,    9.80738,   1.4408e-11
   9.80738,    9.80817,   1.4409e-11
   9.80817,    9.80896,   1.4409e-11
   9.80896,    9.80975,   1.4410e-11
   9.80975,    9.81054,   1.4411e-11
   9.81054,    9.81133,   1.4411e-11
   9.81133,    9.81212,   1.4412e-11
   9.81212,    9.81291,   1.4413e-11
   9.81291,    9.81370,   1.4414e-11
   9.81370,    9.81449,   1.4414e-11
   9.81449,    9.81528,   1.4415e-11
   9.81528,    9.81607,   1.4416e-11
   9.81607,    9.81686,   1.4416e-11
   9.81686,    9.81765,   1.4417e-11
   9.81765,    9.81845,   1.4417e-11
   9.81845,    9.81924,   1.4418e-11
   9.81924,    9.82003,   1.4419e-11
   9.82003,    9.82082,   1.4419e-11
   9.82082,    9.82161,   1.4420e-11
   9.82161,    9.82240,   1.4421e-11
   9.82240,    9.82319,   1.4421e-11
   9.82319,    9.82398,   1.4422e-11
   9.82398,    9.82477,   1.4422e-11
   9.82477,    9.82556,   1.4423e-11
   9.82556,    9.82636,   1.4423e-11
   9.82636,    9.82715,   1.4424e-11
   9.82715,    9.82794,   1.4424e-11
   9.82794,    9.82873,   1.4425e-11
   9.82873,    9.82952,   1.4426e-11
   9.82952,    9.83031,   1.4426e-11
   9.83031,    9.83111,   1.4427e-11
   9.83111,    9.83190,   1.4428e-11
   9.83190,    9.83269,   1.4428e-11
   9.83269,    9.83348,   1.4429e-11
   9.83348,    9.83427,   1.4430e-11
   9.83427,    9.83507,   1.4430e-11
   9.83507,    9.83586,   1.4431e-11
   9.83586,    9.83665,   1.4432e-11
   9.83665,    9.83744,   1.4433e-11
   9.83744,    9.83823,   1.4433e-11
   9.83823,    9.83903,   1.4434e-11
   9.83903,    9.83982,   1.4435e-11
   9.83982,    9.84061,   1.4436e-11
   9.84061,    9.84140,   1.4436e-11
   9.84140,    9.84220,   1.4437e-11
   9.84220,    9.84299,   1.4438e-11
   9.84299,    9.84378,   1.4438e-11
   9.84378,    9.84457,   1.4439e-11
   9.84457,    9.84537,   1.4440e-11
   9.84537,    9.84616,   1.4441e-11
   9.84616,    9.84695,   1.4442e-11
   9.84695,    9.84775,   1.4443e-11
   9.84775,    9.84854,   1.4444e-11
   9.84854,    9.84933,   1.4446e-11
   9.84933,    9.85013,   1.4447e-11
   9.85013,    9.85092,   1.4448e-11
   9.85092,    9.85171,   1.4449e-11
   9.85171,    9.85251,   1.4451e-11
   9.85251,    9.85330,   1.4452e-11
   9.85330,    9.85409,   1.4453e-11
   9.85409,    9.85489,   1.4453e-11
   9.85489,    9.85568,   1.4454e-11
   9.85568,    9.85647,   1.4454e-11
   9.85647,    9.85727,   1.4455e-11
   9.85727,    9.85806,   1.4455e-11
   9.85806,    9.85886,   1.4456e-11
   9.85886,    9.85965,   1.4456e-11
   9.85965,    9.86044,   1.4456e-11
   9.86044,    9.86124,   1.4457e-11
   9.86124,    9.86203,   1.4457e-11
   9.86203,    9.86283,   1.4458e-11
   9.86283,    9.86362,   1.4458e-11
   9.86362,    9.86442,   1.4459e-11
   9.86442,    9.86521,   1.4459e-11
   9.86521,    9.86601,   1.4460e-11
   9.86601,    9.86680,   1.4460e-11
   9.86680,    9.86759,   1.4461e-11
   9.86759,    9.86839,   1.4461e-11
   9.86839,    9.86918,   1.4462e-11
   9.86918,    9.86998,   1.4462e-11
   9.86998,    9.87077,   1.4463e-11
   9.87077,    9.87157,   1.4464e-11
   9.87157,    9.87236,   1.4465e-11
   9.87236,    9.87316,   1.4465e-11
   9.87316,    9.87395,   1.4466e-11
   9.87395,    9.87475,   1.4467e-11
   9.87475,    9.87554,   1.4467e-11
   9.87554,    9.87634,   1.4468e-11
   9.87634,    9.87714,   1.4469e-11
   9.87714,    9.87793,   1.4470e-11
   9.87793,    9.87873,   1.4470e-11
   9.87873,    9.87952,   1.4471e-11
   9.87952,    9.88032,   1.4472e-11
   9.88032,    9.88111,   1.4472e-11
   9.88111,    9.88191,   1.4473e-11
   9.88191,    9.88271,   1.4474e-11
   9.88271,    9.88350,   1.4475e-11
   9.88350,    9.88430,   1.4475e-11
   9.88430,    9.88509,   1.4476e-11
   9.88509,    9.88589,   1.4477e-11
   9.88589,    9.88669,   1.4478e-11
   9.88669,    9.88748,   1.4478e-11
   9.88748,    9.88828,   1.4479e-11
   9.88828,    9.88908,   1.4480e-11
   9.88908,    9.88987,   1.4481e-11
   9.88987,    9.89067,   1.4481e-11
   9.89067,    9.89146,   1.4482e-11
   9.89146,    9.89226,   1.4483e-11
   9.89226,    9.89306,   1.4483e-11
   9.89306,    9.89386,   1.4484e-11
   9.89386,    9.89465,   1.4486e-11
   9.89465,    9.89545,   1.4487e-11
   9.89545,    9.89625,   1.4488e-11
   9.89625,    9.89704,   1.4489e-11
   9.89704,    9.89784,   1.4491e-11
   9.89784,    9.89864,   1.4492e-11
   9.89864,    9.89943,   1.4493e-11
   9.89943,    9.90023,   1.4494e-11
   9.90023,    9.90103,   1.4496e-11
   9.90103,    9.90183,   1.4496e-11
   9.90183,    9.90262,   1.4497e-11
   9.90262,    9.90342,   1.4497e-11
   9.90342,    9.90422,   1.4497e-11
   9.90422,    9.90502,   1.4498e-11
   9.90502,    9.90581,   1.4498e-11
   9.90581,    9.90661,   1.4499e-11
   9.90661,    9.90741,   1.4499e-11
   9.90741,    9.90821,   1.4499e-11
   9.90821,    9.90901,   1.4500e-11
   9.90901,    9.90980,   1.4500e-11
   9.90980,    9.91060,   1.4501e-11
   9.91060,    9.91140,   1.4502e-11
   9.91140,    9.91220,   1.4503e-11
   9.91220,    9.91300,   1.4504e-11
   9.91300,    9.91380,   1.4504e-11
   9.91380,    9.91459,   1.4505e-11
   9.91459,    9.91539,   1.4506e-11
   9.91539,    9.91619,   1.4507e-11
   9.91619,    9.91699,   1.4508e-11
   9.91699,    9.91779,   1.4508e-11
   9.91779,    9.91859,   1.4509e-11
   9.91859,    9.91939,   1.4509e-11
   9.91939,    9.92019,   1.4510e-11
   9.92019,    9.92098,   1.4510e-11
   9.92098,    9.92178,   1.4511e-11
   9.92178,    9.92258,   1.4511e-11
   9.92258,    9.92338,   1.4512e-11
   9.92338,    9.92418,   1.4512e-11
   9.92418,    9.92498,   1.4513e-11
   9.92498,    9.92578,   1.4513e-11
   9.92578,    9.92658,   1.4514e-11
   9.92658,    9.92738,   1.4515e-11
   9.92738,    9.92818,   1.4515e-11
   9.92818,    9.92898,   1.4516e-11
   9.92898,    9.92978,   1.4517e-11
   9.92978,    9.93058,   1.4518e-11
   9.93058,    9.93138,   1.4518e-11
   9.93138,    9.93218,   1.4519e-11
   9.93218,    9.93298,   1.4520e-11
   9.93298,    9.93378,   1.4521e-11
   9.93378,    9.93458,   1.4521e-11
   9.93458,    9.93538,   1.4522e-11
   9.93538,    9.93618,   1.4523e-11
   9.93618,    9.93698,   1.4524e-11
   9.93698,    9.93778,   1.4524e-11
   9.93778,    9.93858,   1.4525e-11
   9.93858,    9.93938,   1.4526e-11
   9.93938,    9.94018,   1.4527e-11
   9.94018,    9.94098,   1.4527e-11
   9.94098,    9.94178,   1.4528e-11
   9.94178,    9.94258,   1.4529e-11
   9.94258,    9.94338,   1.4530e-11
   9.94338,    9.94418,   1.4530e-11
   9.94418,    9.94498,   1.4531e-11
   9.94498,    9.94578,   1.4532e-11
   9.94578,    9.94659,   1.4532e-11
   9.94659,    9.94739,   1.4533e-11
   9.94739,    9.94819,   1.4534e-11
   9.94819,    9.94899,   1.4535e-11
   9.94899,    9.94979,   1.4535e-11
   9.94979,    9.95059,   1.4536e-11
   9.95059,    9.95139,   1.4537e-11
   9.95139,    9.95219,   1.4538e-11
   9.95219,    9.95300,   1.4538e-11
   9.95300,    9.95380,   1.4539e-11
   9.95380,    9.95460,   1.4540e-11
   9.95460,    9.95540,   1.4541e-11
   9.95540,    9.95620,   1.4541e-11
   9.95620,    9.95701,   1.4542e-11
   9.95701,    9.95781,   1.4543e-11
   9.95781,    9.95861,   1.4544e-11
   9.95861,    9.95941,   1.4544e-11
   9.95941,    9.96021,   1.4545e-11
   9.96021,    9.96102,   1.4546e-11
   9.96102,    9.96182,   1.4547e-11
   9.96182,    9.96262,   1.4547e-11
   9.96262,    9.96342,   1.4548e-11
   9.96342,    9.96422,   1.4549e-11
   9.96422,    9.96503,   1.4550e-11
   9.96503,    9.96583,   1.4550e-11
   9.96583,    9.96663,   1.4551e-11
   9.96663,    9.96744,   1.4552e-11
   9.96744,    9.96824,   1.4553e-11
   9.96824,    9.96904,   1.4553e-11
   9.96904,    9.96984,   1.4554e-11
   9.96984,    9.97065,   1.4555e-11
   9.97065,    9.97145,   1.4556e-11
   9.97145,    9.97225,   1.4556e-11
   9.97225,    9.97306,   1.4557e-11
   9.97306,    9.97386,   1.4558e-11
   9.97386,    9.97466,   1.4559e-11
   9.97466,    9.97547,   1.4582e-11
   9.97547,    9.97627,   1.4888e-11
   9.97627,    9.97707,   1.5718e-11
   9.97707,    9.97788,   1.5582e-11
   9.97788,    9.97868,   1.4787e-11
   9.97868,    9.97948,   1.4575e-11
   9.97948,    9.98029,   1.4564e-11
   9.98029,    9.98109,   1.4564e-11
   9.98109,    9.98190,   1.4565e-11
   9.98190,    9.98270,   1.4566e-11
   9.98270,    9.98350,   1.4567e-11
   9.98350,    9.98431,   1.4567e-11
   9.98431,    9.98511,   1.4568e-11
   9.98511,    9.98592,   1.4569e-11
   9.98592,    9.98672,   1.4570e-11
   9.98672,    9.98752,   1.4570e-11
   9.98752,    9.98833,   1.4571e-11
   9.98833,    9.98913,   1.4572e-11
   9.98913,    9.98994,   1.4574e-11
   9.98994,    9.99074,   1.4576e-11
   9.99074,    9.99155,   1.4578e-11
   9.99155,    9.99235,   1.4581e-11
   9.99235,    9.99316,   1.4583e-11
   9.99316,    9.99396,   1.4588e-11
   9.99396,    9.99477,   1.4599e-11
   9.99477,    9.99557,   1.4613e-11
   9.99557,    9.99638,   1.4622e-11
   9.99638,    9.99718,   1.4617e-11
   9.99718,    9.99799,   1.4604e-11
   9.99799,    9.99879,   1.4595e-11
   9.99879,    9.99960,   1.4592e-11
   9.99960,   10.00040,   1.4590e-11
  10.00040,   10.00121,   1.4590e-11
  10.00121,   10.00201,   1.4589e-11
  10.00201,   10.00282,   1.4589e-11
  10.00282,   10.00362,   1.4588e-11
  10.00362,   10.00443,   1.4587e-11
  10.00443,   10.00524,   1.4587e-11
  10.00524,   10.00604,   1.4588e-11
  10.00604,   10.00685,   1.4588e-11
  10.00685,   10.00765,   1.4589e-11
  10.00765,   10.00846,   1.4590e-11
  10.00846,   10.00927,   1.4591e-11
  10.00927,   10.01007,   1.4591e-11
  10.01007,   10.01088,   1.4592e-11
  10.01088,   10.01168,   1.4593e-11
  10.01168,   10.01249,   1.4594e-11
  10.01249,   10.01330,   1.4595e-11
  10.01330,   10.01410,   1.4596e-11
  10.01410,   10.01491,   1.4598e-11
  10.01491,   10.01572,   1.4600e-11
  10.01572,   10.01652,   1.4602e-11
  10.01652,   10.01733,   1.4603e-11
  10.01733,   10.01814,   1.4605e-11
  10.01814,   10.01894,   1.4610e-11
  10.01894,   10.01975,   1.4623e-11
  10.01975,   10.02056,   1.4653e-11
  10.02056,   10.02137,   1.4682e-11
  10.02137,   10.02217,   1.4677e-11
  10.02217,   10.02298,   1.4645e-11
  10.02298,   10.02379,   1.4622e-11
  10.02379,   10.02459,   1.4617e-11
  10.02459,   10.02540,   1.4625e-11
  10.02540,   10.02621,   1.4641e-11
  10.02621,   10.02702,   1.4651e-11
  10.02702,   10.02782,   1.4641e-11
  10.02782,   10.02863,   1.4626e-11
  10.02863,   10.02944,   1.4617e-11
  10.02944,   10.03025,   1.4615e-11
  10.03025,   10.03106,   1.4615e-11
  10.03106,   10.03186,   1.4615e-11
  10.03186,   10.03267,   1.4616e-11
  10.03267,   10.03348,   1.4616e-11
  10.03348,   10.03429,   1.4616e-11
  10.03429,   10.03510,   1.4616e-11
  10.03510,   10.03590,   1.4616e-11
  10.03590,   10.03671,   1.4617e-11
  10.03671,   10.03752,   1.4617e-11
  10.03752,   10.03833,   1.4618e-11
  10.03833,   10.03914,   1.4618e-11
  10.03914,   10.03995,   1.4619e-11
  10.03995,   10.04075,   1.4620e-11
  10.04075,   10.04156,   1.4621e-11
  10.04156,   10.04237,   1.4621e-11
  10.04237,   10.04318,   1.4622e-11
  10.04318,   10.04399,   1.4623e-11
  10.04399,   10.04480,   1.4624e-11
  10.04480,   10.04561,   1.4624e-11
  10.04561,   10.04642,   1.4625e-11
  10.04642,   10.04723,   1.4626e-11
  10.04723,   10.04803,   1.4627e-11
  10.04803,   10.04884,   1.4627e-11
  10.04884,   10.04965,   1.4628e-11
  10.04965,   10.05046,   1.4629e-11
  10.05046,   10.05127,   1.4630e-11
  10.05127,   10.05208,   1.4631e-11
  10.05208,   10.05289,   1.4631e-11
  10.05289,   10.05370,   1.4632e-11
  10.05370,   10.05451,   1.4633e-11
  10.05451,   10.05532,   1.4635e-11
  10.05532,   10.05613,   1.4637e-11
  10.05613,   10.05694,   1.4638e-11
  10.05694,   10.05775,   1.4640e-11
  10.05775,   10.05856,   1.4644e-11
  10.05856,   10.05937,   1.4650e-11
  10.05937,   10.06018,   1.4655e-11
  10.06018,   10.06099,   1.4655e-11
  10.06099,   10.06180,   1.4652e-11
  10.06180,   10.06261,   1.4649e-11
  10.06261,   10.06342,   1.4649e-11
  10.06342,   10.06423,   1.4649e-11
  10.06423,   10.06504,   1.4649e-11
  10.06504,   10.06585,   1.4649e-11
  10.06585,   10.06666,   1.4650e-11
  10.06666,   10.06748,   1.4650e-11
  10.06748,   10.06829,   1.4650e-11
  10.06829,   10.06910,   1.4650e-11
  10.06910,   10.06991,   1.4651e-11
  10.06991,   10.07072,   1.4651e-11
  10.07072,   10.07153,   1.4652e-11
  10.07153,   10.07234,   1.4652e-11
  10.07234,   10.07315,   1.4652e-11
  10.07315,   10.07396,   1.4653e-11
  10.07396,   10.07478,   1.4653e-11
  10.07478,   10.07559,   1.4654e-11
  10.07559,   10.07640,   1.4654e-11
  10.07640,   10.07721,   1.4655e-11
  10.07721,   10.07802,   1.4655e-11
  10.07802,   10.07883,   1.4656e-11
  10.07883,   10.07965,   1.4656e-11
  10.07965,   10.08046,   1.4657e-11
  10.08046,   10.08127,   1.4658e-11
  10.08127,   10.08208,   1.4659e-11
  10.08208,   10.08289,   1.4659e-11
  10.08289,   10.08370,   1.4660e-11
  10.08370,   10.08452,   1.4661e-11
  10.08452,   10.08533,   1.4662e-11
  10.08533,   10.08614,   1.4662e-11
  10.08614,   10.08695,   1.4663e-11
  10.08695,   10.08777,   1.4664e-11
  10.08777,   10.08858,   1.4665e-11
  10.08858,   10.08939,   1.4666e-11
  10.08939,   10.09020,   1.4667e-11
  10.09020,   10.09102,   1.4668e-11
  10.09102,   10.09183,   1.4668e-11
  10.09183,   10.09264,   1.4669e-11
  10.09264,   10.09345,   1.4670e-11
  10.09345,   10.09427,   1.4671e-11
  10.09427,   10.09508,   1.4672e-11
  10.09508,   10.09589,   1.4673e-11
  10.09589,   10.09671,   1.4674e-11
  10.09671,   10.09752,   1.4676e-11
  10.09752,   10.09833,   1.4677e-11
  10.09833,   10.09915,   1.4678e-11
  10.09915,   10.09996,   1.4679e-11
  10.09996,   10.10077,   1.4680e-11
  10.10077,   10.10159,   1.4682e-11
  10.10159,   10.10240,   1.4685e-11
  10.10240,   10.10321,   1.4691e-11
  10.10321,   10.10403,   1.4695e-11
  10.10403,   10.10484,   1.4695e-11
  10.10484,   10.10566,   1.4691e-11
  10.10566,   10.10647,   1.4687e-11
  10.10647,   10.10728,   1.4709e-11
  10.10728,   10.10810,   1.4896e-11
  10.10810,   10.10891,   1.5271e-11
  10.10891,   10.10973,   1.5727e-11
  10.10973,   10.11054,   1.5940e-11
  10.11054,   10.11135,   1.5170e-11
  10.11135,   10.11217,   1.4735e-11
  10.11217,   10.11298,   1.4690e-11
  10.11298,   10.11380,   1.4691e-11
  10.11380,   10.11461,   1.4692e-11
  10.11461,   10.11543,   1.4694e-11
  10.11543,   10.11624,   1.4696e-11
  10.11624,   10.11706,   1.4697e-11
  10.11706,   10.11787,   1.4700e-11
  10.11787,   10.11869,   1.4706e-11
  10.11869,   10.11950,   1.4799e-11
  10.11950,   10.12032,   1.5757e-11
  10.12032,   10.12113,   1.7889e-11
  10.12113,   10.12195,   1.7274e-11
  10.12195,   10.12276,   1.5251e-11
  10.12276,   10.12358,   1.4732e-11
  10.12358,   10.12439,   1.4702e-11
  10.12439,   10.12521,   1.4702e-11
  10.12521,   10.12602,   1.4701e-11
  10.12602,   10.12684,   1.4701e-11
  10.12684,   10.12765,   1.4702e-11
  10.12765,   10.12847,   1.4702e-11
  10.12847,   10.12929,   1.4703e-11
  10.12929,   10.13010,   1.4704e-11
  10.13010,   10.13092,   1.4705e-11
  10.13092,   10.13173,   1.4706e-11
  10.13173,   10.13255,   1.4707e-11
  10.13255,   10.13337,   1.4707e-11
  10.13337,   10.13418,   1.4708e-11
  10.13418,   10.13500,   1.4709e-11
  10.13500,   10.13581,   1.4710e-11
  10.13581,   10.13663,   1.4711e-11
  10.13663,   10.13745,   1.4711e-11
  10.13745,   10.13826,   1.4712e-11
  10.13826,   10.13908,   1.4713e-11
  10.13908,   10.13990,   1.4713e-11
  10.13990,   10.14071,   1.4714e-11
  10.14071,   10.14153,   1.4715e-11
  10.14153,   10.14235,   1.4715e-11
  10.14235,   10.14316,   1.4716e-11
  10.14316,   10.14398,   1.4717e-11
  10.14398,   10.14480,   1.4718e-11
  10.14480,   10.14562,   1.4719e-11
  10.14562,   10.14643,   1.4720e-11
  10.14643,   10.14725,   1.4721e-11
  10.14725,   10.14807,   1.4722e-11
  10.14807,   10.14888,   1.4723e-11
  10.14888,   10.14970,   1.4724e-11
  10.14970,   10.15052,   1.4725e-11
  10.15052,   10.15134,   1.4726e-11
  10.15134,   10.15215,   1.4727e-11
  10.15215,   10.15297,   1.4728e-11
  10.15297,   10.15379,   1.4728e-11
  10.15379,   10.15461,   1.4729e-11
  10.15461,   10.15543,   1.4729e-11
  10.15543,   10.15624,   1.4730e-11
  10.15624,   10.15706,   1.4730e-11
  10.15706,   10.15788,   1.4731e-11
  10.15788,   10.15870,   1.4731e-11
  10.15870,   10.15952,   1.4732e-11
  10.15952,   10.16033,   1.4732e-11
  10.16033,   10.16115,   1.4733e-11
  10.16115,   10.16197,   1.4733e-11
  10.16197,   10.16279,   1.4734e-11
  10.16279,   10.16361,   1.4735e-11
  10.16361,   10.16443,   1.4736e-11
  10.16443,   10.16524,   1.4737e-11
  10.16524,   10.16606,   1.4737e-11
  10.16606,   10.16688,   1.4738e-11
  10.16688,   10.16770,   1.4739e-11
  10.16770,   10.16852,   1.4740e-11
  10.16852,   10.16934,   1.4740e-11
  10.16934,   10.17016,   1.4741e-11
  10.17016,   10.17098,   1.4742e-11
  10.17098,   10.17180,   1.4743e-11
  10.17180,   10.17262,   1.4744e-11
  10.17262,   10.17343,   1.4744e-11
  10.17343,   10.17425,   1.4745e-11
  10.17425,   10.17507,   1.4746e-11
  10.17507,   10.17589,   1.4747e-11
  10.17589,   10.17671,   1.4748e-11
  10.17671,   10.17753,   1.4749e-11
  10.17753,   10.17835,   1.4750e-11
  10.17835,   10.17917,   1.4751e-11
  10.17917,   10.17999,   1.4751e-11
  10.17999,   10.18081,   1.4752e-11
  10.18081,   10.18163,   1.4753e-11
  10.18163,   10.18245,   1.4754e-11
  10.18245,   10.18327,   1.4755e-11
  10.18327,   10.18409,   1.4756e-11
  10.18409,   10.18491,   1.4757e-11
  10.18491,   10.18573,   1.4758e-11
  10.18573,   10.18655,   1.4759e-11
  10.18655,   10.18737,   1.4759e-11
  10.18737,   10.18819,   1.4760e-11
  10.18819,   10.18901,   1.4760e-11
  10.18901,   10.18983,   1.4761e-11
  10.18983,   10.19066,   1.4761e-11
  10.19066,   10.19148,   1.4762e-11
  10.19148,   10.19230,   1.4763e-11
  10.19230,   10.19312,   1.4763e-11
  10.19312,   10.19394,   1.4764e-11
  10.19394,   10.19476,   1.4765e-11
  10.19476,   10.19558,   1.4766e-11
  10.19558,   10.19640,   1.4767e-11
  10.19640,   10.19722,   1.4768e-11
  10.19722,   10.19804,   1.4769e-11
  10.19804,   10.19887,   1.4770e-11
  10.19887,   10.19969,   1.4771e-11
  10.19969,   10.20051,   1.4772e-11
  10.20051,   10.20133,   1.4773e-11
  10.20133,   10.20215,   1.4774e-11
  10.20215,   10.20297,   1.4775e-11
  10.20297,   10.20380,   1.4776e-11
  10.20380,   10.20462,   1.4776e-11
  10.20462,   10.20544,   1.4776e-11
  10.20544,   10.20626,   1.4777e-11
  10.20626,   10.20708,   1.4777e-11
  10.20708,   10.20791,   1.4778e-11
  10.20791,   10.20873,   1.4778e-11
  10.20873,   10.20955,   1.4779e-11
  10.20955,   10.21037,   1.4779e-11
  10.21037,   10.21119,   1.4780e-11
  10.21119,   10.21202,   1.4780e-11
  10.21202,   10.21284,   1.4781e-11
  10.21284,   10.21366,   1.4782e-11
  10.21366,   10.21448,   1.4783e-11
  10.21448,   10.21531,   1.4783e-11
  10.21531,   10.21613,   1.4784e-11
  10.21613,   10.21695,   1.4785e-11
  10.21695,   10.21778,   1.4786e-11
  10.21778,   10.21860,   1.4786e-11
  10.21860,   10.21942,   1.4787e-11
  10.21942,   10.22024,   1.4788e-11
  10.22024,   10.22107,   1.4789e-11
  10.22107,   10.22189,   1.4790e-11
  10.22189,   10.22271,   1.4790e-11
  10.22271,   10.22354,   1.4791e-11
  10.22354,   10.22436,   1.4792e-11
  10.22436,   10.22518,   1.4793e-11
  10.22518,   10.22601,   1.4793e-11
  10.22601,   10.22683,   1.4794e-11
  10.22683,   10.22766,   1.4795e-11
  10.22766,   10.22848,   1.4796e-11
  10.22848,   10.22930,   1.4797e-11
  10.22930,   10.23013,   1.4797e-11
  10.23013,   10.23095,   1.4798e-11
  10.23095,   10.23177,   1.4799e-11
  10.23177,   10.23260,   1.4800e-11
  10.23260,   10.23342,   1.4801e-11
  10.23342,   10.23425,   1.4803e-11
  10.23425,   10.23507,   1.4824e-11
  10.23507,   10.23590,   1.4989e-11
  10.23590,   10.23672,   1.5781e-11
  10.23672,   10.23754,   1.7952e-11
  10.23754,   10.23837,   2.1129e-11
  10.23837,   10.23919,   2.2960e-11
  10.23919,   10.24002,   2.1743e-11
  10.24002,   10.24084,   1.8750e-11
  10.24084,   10.24167,   1.6289e-11
  10.24167,   10.24249,   1.5167e-11
  10.24249,   10.24332,   1.4864e-11
  10.24332,   10.24414,   1.4815e-11
  10.24414,   10.24497,   1.4811e-11
  10.24497,   10.24579,   1.4812e-11
  10.24579,   10.24662,   1.4813e-11
  10.24662,   10.24744,   1.4813e-11
  10.24744,   10.24827,   1.4814e-11
  10.24827,   10.24909,   1.4815e-11
  10.24909,   10.24992,   1.4816e-11
  10.24992,   10.25075,   1.4817e-11
  10.25075,   10.25157,   1.4817e-11
  10.25157,   10.25240,   1.4818e-11
  10.25240,   10.25322,   1.4819e-11
  10.25322,   10.25405,   1.4820e-11
  10.25405,   10.25487,   1.4820e-11
  10.25487,   10.25570,   1.4821e-11
  10.25570,   10.25653,   1.4822e-11
  10.25653,   10.25735,   1.4823e-11
  10.25735,   10.25818,   1.4824e-11
  10.25818,   10.25900,   1.4824e-11
  10.25900,   10.25983,   1.4825e-11
  10.25983,   10.26066,   1.4826e-11
  10.26066,   10.26148,   1.4827e-11
  10.26148,   10.26231,   1.4827e-11
  10.26231,   10.26314,   1.4828e-11
  10.26314,   10.26396,   1.4829e-11
  10.26396,   10.26479,   1.4830e-11
  10.26479,   10.26562,   1.4830e-11
  10.26562,   10.26644,   1.4831e-11
  10.26644,   10.26727,   1.4832e-11
  10.26727,   10.26810,   1.4833e-11
  10.26810,   10.26892,   1.4834e-11
  10.26892,   10.26975,   1.4834e-11
  10.26975,   10.27058,   1.4835e-11
  10.27058,   10.27141,   1.4836e-11
  10.27141,   10.27223,   1.4837e-11
  10.27223,   10.27306,   1.4838e-11
  10.27306,   10.27389,   1.4839e-11
  10.27389,   10.27471,   1.4840e-11
  10.27471,   10.27554,   1.4841e-11
  10.27554,   10.27637,   1.4842e-11
  10.27637,   10.27720,   1.4843e-11
  10.27720,   10.27803,   1.4844e-11
  10.27803,   10.27885,   1.4845e-11
  10.27885,   10.27968,   1.4846e-11
  10.27968,   10.28051,   1.4846e-11
  10.28051,   10.28134,   1.4847e-11
  10.28134,   10.28217,   1.4852e-11
  10.28217,   10.28299,   1.4866e-11
  10.28299,   10.28382,   1.4867e-11
  10.28382,   10.28465,   1.4854e-11
  10.28465,   10.28548,   1.4851e-11
  10.28548,   10.28631,   1.4851e-11
  10.28631,   10.28713,   1.4852e-11
  10.28713,   10.28796,   1.4852e-11
  10.28796,   10.28879,   1.4853e-11
  10.28879,   10.28962,   1.4854e-11
  10.28962,   10.29045,   1.4855e-11
  10.29045,   10.29128,   1.4855e-11
  10.29128,   10.29211,   1.4856e-11
  10.29211,   10.29294,   1.4857e-11
  10.29294,   10.29377,   1.4857e-11
  10.29377,   10.29459,   1.4858e-11
  10.29459,   10.29542,   1.4859e-11
  10.29542,   10.29625,   1.4860e-11
  10.29625,   10.29708,   1.4860e-11
  10.29708,   10.29791,   1.4861e-11
  10.29791,   10.29874,   1.4862e-11
  10.29874,   10.29957,   1.4863e-11
  10.29957,   10.30040,   1.4863e-11
  10.30040,   10.30123,   1.4864e-11
  10.30123,   10.30206,   1.4865e-11
  10.30206,   10.30289,   1.4866e-11
  10.30289,   10.30372,   1.4866e-11
  10.30372,   10.30455,   1.4867e-11
  10.30455,   10.30538,   1.4868e-11
  10.30538,   10.30621,   1.4869e-11
  10.30621,   10.30704,   1.4870e-11
  10.30704,   10.30787,   1.4871e-11
  10.30787,   10.30870,   1.4872e-11
  10.30870,   10.30953,   1.4873e-11
  10.30953,   10.31036,   1.4874e-11
  10.31036,   10.31119,   1.4875e-11
  10.31119,   10.31202,   1.4876e-11
  10.31202,   10.31285,   1.4877e-11
  10.31285,   10.31368,   1.4878e-11
  10.31368,   10.31451,   1.4878e-11
  10.31451,   10.31534,   1.4879e-11
  10.31534,   10.31617,   1.4880e-11
  10.31617,   10.31700,   1.4880e-11
  10.31700,   10.31784,   1.4881e-11
  10.31784,   10.31867,   1.4882e-11
  10.31867,   10.31950,   1.4883e-11
  10.31950,   10.32033,   1.4883e-11
  10.32033,   10.32116,   1.4884e-11
  10.32116,   10.32199,   1.4885e-11
  10.32199,   10.32282,   1.4885e-11
  10.32282,   10.32365,   1.4886e-11
  10.32365,   10.32449,   1.4887e-11
  10.32449,   10.32532,   1.4887e-11
  10.32532,   10.32615,   1.4888e-11
  10.32615,   10.32698,   1.4889e-11
  10.32698,   10.32781,   1.4889e-11
  10.32781,   10.32864,   1.4890e-11
  10.32864,   10.32948,   1.4890e-11
  10.32948,   10.33031,   1.4891e-11
  10.33031,   10.33114,   1.4892e-11
  10.33114,   10.33197,   1.4893e-11
  10.33197,   10.33280,   1.4893e-11
